Common Name,Link,Scientific Name,Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent,X,Y,Z,Nearest Neighbors 1,Nearest Neighbors 2,Nearest Neighbors 3,Nearest Neighbors 4,Nearest Neighbors 5
Pink Kissing Gourami,/species-spotlight/pink-kissing-gourami/,Helostomatemmincki,Actinopterygii,Anabantiformes,Helostomatidae,Semi-Aggressive,Middle - Top,Omnivore,7.0,12.5,25.0,30.0,AS,2.429333,-8.232373,1.3508327,Siamese Tigerfish,Sucking Loach,Weather Loach,Striped Raphael Catfish,Horseface Loach
Pink Lemon Tetra,/species-spotlight/pink-lemon-tetra/,Hyphessobryconitaparicensis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,25.0,4.0,SA,8.643865,1.5018058,1.1767846,Golden Tetra,Red Devil Tetra,Flag Tetra,Bleeding Blue Tetra,Red Base Tetra
Pink Tail Chalceus,/species-spotlight/pink-tail-chalceus/,Chalceusmacrolepidotus,Actinopterygii,Characiformes,Characidae,Semi-Aggressive,Middle - Top,Carnivore,6.75,12.5,25.3,30.0,SA,0.9773741,-4.1556683,-0.4357694,Black Banded Leporinus,Titanic Plecostomus,Green Tiger Loach,Galaxy Plecostomus L029,Gold Nugget Plecostomus
Platies,/species-spotlight/platies/,"Xiphophorusandersi,Xiphophoruscouchianus,Xiphophorusevelynae,Xiphophorusgordoni,Xiphophoruskosszanderi,Xiphophorusmaculatus,Xiphophorusmeyeri,Xiphophorusmilleri,Xiphophorusroseni,Xiphophorusvariatus,Xiphophorusnephridium",Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.5,17.5,21.65,7.5,NAM,3.7917185,2.8080435,-0.15563308,Swordtail,Buenos Aires Tetra,Mollies,El Tigre Endler,Mexican Tetra
Platinum Alligator Gar,/species-spotlight/platinum-alligator-gar/,Atractosteusspatula,Actinopterygii,Lepisosteiformes,Lepisosteidae,Aggressive,Middle - Top,Carnivore,7.0,4.0,23.35,10.0,NAM,5.2422504,-11.16639,1.2830498,Pond Snail,Ramshorn Snail,Red Belted Goby,Marbled Limpet Nerite Snail,Scarlet Badis
Platinum Medaka Ricefish,/species-spotlight/platinum-medaka-ricefish/,OryziaslatipesvarPlatinum,Actinopterygii,Beloniformes,Adrianichthyidae,Peaceful,Middle - Top,Omnivore,7.5,12.0,22.5,4.0,AS,7.10363,-9.430445,-0.90233284,Daisys Blue Ricefish,Dwarf Pufferfish,Striped Red Eye Pufferfish,Congo Ctenopoma,Dwarf Ctenopoma
Polka Dot Loach,/species-spotlight/polka-dot-loach/,BotiaKubotai,Actinopterygii,Cypriniformes,Botiidae,Semi-Aggressive,Bottom - Middle,Omnivore,6.7,5.5,25.85,12.0,AS,4.8055186,-2.8068902,-0.13734908,Zebra Loach,Yoyo Loach,Clown Loach,Skunk Loach,Butterfly Plecostomus L168
Polystictus Corydoras,/species-spotlight/polystictus-corydoras/,Corydoraspolystictus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,15.0,25.0,3.0,SA,-13.209004,-2.669265,2.9070833,Pygmy Corydoras,Darter Corydoras,Agassizs Corydoras,False Network Corydoras,Elegant Corydoras
Pond Snail,/species-spotlight/pond-snail/,Lymnaeastagnalis,Gastropoda,Hygrophila,Lymnaeidae,Peaceful,All Levels,Omnivore,7.5,6.0,16.1,7.0,EU,5.3980565,-11.294795,1.3006383,Platinum Alligator Gar,Ramshorn Snail,Marbled Limpet Nerite Snail,Red Belted Goby,Scarlet Badis
Popondetta Blue Eye Rainbowfish,/species-spotlight/popondetta-blue-eye-rainbowfish/,Pseudomugilconnieae,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.0,10.0,25.85,5.0,OC,3.589955,7.1299763,-1.8963288,Dwarf Neon Rainbowfish,Transparent Blue Eye Rainbowfish,Ivantsoffs Blue Eye Rainbowfish,Vogelkop Blue Eye Rainbowfish,Pacific Blue Eye Rainbowfish
Porthole Rasbora,/species-spotlight/porthole-rasbora/,Rasboracephalotaenia,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.25,6.5,23.5,13.0,AS,-4.3276806,-0.043999895,-1.6385897,Rohani Barb,Striped Barb,Blue Spotted Hill Trout,Scissortail Rasbora,True Flying Fox
Pretty Tetra,/species-spotlight/pretty-tetra/,Hemigrammuspulcher,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.25,6.5,24.5,4.5,SA,11.113949,-0.8807781,0.24809617,Gold Shoulder Rosy Tetra,Red Line Lizard Tetra,Rainbow Tetra,Lemon Tetra,Neon Tetra
Pulcher Corydoras,/species-spotlight/pulcher-corydoras/,Corydoraspulcher,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.75,13.5,24.4,7.0,SA,-11.534301,-2.130561,0.7535714,Schwartzs Corydoras,Twostripe Corydoras,Reticulated Corydoras,Bronze Corydoras Var Longfin,Araguaia Corydoras
Purple Pencilfish,/species-spotlight/purple-pencilfish/,Nannostomusrubrocaudatus,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,Middle - Top,Omnivore,5.5,7.0,25.85,4.0,SA,13.089898,1.0399783,-1.8294946,Dwarf Pencilfish,Cenepa Red Pencilfish,Coral Red Pencilfish,Barred Pencilfish,Hockeystick Pencilfish
Pygmy Corydoras,/species-spotlight/pygmy-corydoras/,CorydorasPygmaeus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.15,3.0,SA,-13.734142,-2.1619742,2.457331,Darter Corydoras,Salt and Pepper Corydoras,Polystictus Corydoras,Tail Spot Pygmy Corydoras,Smudge Spot Corydoras
Queen Arabesque Plecostomus L260,/species-spotlight/queen-arabesque-plecostomus-l260/,Hypancistrussp,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.5,8.5,26.95,9.0,SA,5.1784415,-2.3704946,1.4611685,Zebra Pleco,Leopard Frog Plecostomus,Gold Stripe Tiger Panaque,Flash Plecostomus,Skunk Loach
Raccoon Tetra,/species-spotlight/raccoon-tetra/,Hyphessobryconprocyon,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.25,10.0,25.85,5.0,SA,7.954901,0.8242805,1.199726,Bleeding Blue Tetra,Dawn Tetra,X Ray Tetra,Pink Lemon Tetra,Infernal Tetra
Rainbow Cichlid,/species-spotlight/rainbow-cichlid/,Herotilapiamultispinosa,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,All Levels,Omnivore,7.5,12.5,25.0,17.0,NAM,-3.0537932,-2.6087112,0.3099137,Flag Cichlid,Electric Blue Jack Dempsey,Firemouth Cichlid,Convict Cichlid,Clown Barb
Rainbow Copella Tetra,/species-spotlight/rainbow-copella-tetra/,Copellavilmae,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,Middle - Top,Omnivore,6.0,7.5,23.9,4.5,SA,12.6476345,1.1610645,-2.2464988,Hockeystick Pencilfish,Splash Tetra,Purple Pencilfish,Dwarf Pencilfish,Barred Pencilfish
Rainbow Shark,/species-spotlight/rainbow-shark/,EpalzeorhynchosFrenatum,Actinopterygii,Cypriniformes,Cyprinidae,Semi-Aggressive,Bottom - Middle,Omnivore,7.0,13.0,24.45,15.0,AS,-4.929827,-2.789953,-0.19977121,Red Tailed Black Shark,Siamese Algae Eater,Yellowtail Rasbora,Denison Barb,Blue Spot African Tetra
Rainbow Shiner,/species-spotlight/rainbow-shiner/,Notropischrosomus,Actinopterygii,Cypriniformes,Leuciscidae,Peaceful,Middle - Top,Omnivore,7.25,17.5,16.95,8.0,NAM,5.785294,-7.267093,2.6408534,Red Shiner,Eurasian Minnow,Spined Loach,Golden Mascara Tetra,Golden Wonder Panchax
Rainbow Tetra,/species-spotlight/rainbow-tetra/,Nematobryconlacortei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.0,6.5,24.45,4.0,SA,11.43533,-0.9526475,0.81921273,Emperor Tetra,Neon Tetra,Pretty Tetra,Gold Shoulder Rosy Tetra,Lemon Tetra
Ramshorn Snail,/species-spotlight/ramshorn-snail/,Planorbelladuryi,Gastropoda,Hygrophila,Planorbidae,Peaceful,All Levels,Herbivore,7.5,11.0,23.35,2.5,NAM,5.8242726,-11.018192,1.3038129,Marbled Limpet Nerite Snail,Scarlet Badis,Pond Snail,Platinum Alligator Gar,Zebra Nerite Snail
Red Banded Leporinus,/species-spotlight/red-banded-leporinus/,Synaptolaemuslatofasciatus,Actinopterygii,Characiformes,Anostomidae,Peaceful,Bottom - Middle,Omnivore,6.5,8.5,26.1,12.0,SA,5.4892926,-1.0560354,-1.0797015,Striped Leporinus,Bleeding Heart Tetra,Bucktooth Tetra,Skunk Loach,Zebra Loach
Red Base Tetra,/species-spotlight/red-base-tetra/,Hemigrammusstictus,Actinopterygii,Characiformes,Characidae,Peaceful,Top,Omnivore,6.7,10.0,24.45,4.5,SA,8.345669,1.6337695,0.3302301,Cochus Blue Tetra,Bleeding Blue Tetra,Pink Lemon Tetra,Red Devil Tetra,Golden Tetra
Red Belted Goby,/species-spotlight/red-belted-goby/,Sicyopuszosterophorus,Actinopterygii,Gobiiformes,Oxudercidae,Peaceful,Bottom - Middle,Carnivore,6.75,7.5,23.9,5.0,AS,5.23962,-10.613486,1.7147046,Platinum Alligator Gar,Scarlet Badis,Pond Snail,Ramshorn Snail,Marbled Limpet Nerite Snail
Red Chinned Panchax,/species-spotlight/red-chinned-panchax/,Epiplatysdageti,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle - Top,Omnivore,6.5,8.5,23.6,5.0,AF,8.420565,-4.0840707,-0.7811624,Mamou Killifish,Splendid Killifish,Christys Killifish,Gabon Killifish,Steel Blue Lyretail Killifish
Red Devil Tetra,/species-spotlight/red-devil-tetra/,Hyphessobryconpiranga,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,10.0,25.0,3.5,SA,8.991239,1.8454363,1.3191571,Golden Tetra,Flag Tetra,Pink Lemon Tetra,Red Line Tetra,Reed Tetra
Red Eye Tetra,/species-spotlight/red-eye-tetra/,Moenkhausiasanctaefilomenae,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,12.5,26.65,7.0,SA,5.746664,0.9795671,1.3546344,Redfin Penguin Tetra,Glass Bloodfin Tetra,Xingu Black Neon Tetra,Head and Taillight Tetra,Penguin Tetra
Red Garra,/species-spotlight/red-garra/,GarraRufa,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom,Omnivore,7.0,10.0,19.75,14.0,AS,-5.0841007,-2.015378,-1.8844903,Rosy Barb,False Siamese Algae Eater,True Flying Fox,Swamp Barb,Spotted Hoplo Catfish
Red Laser Tetra,/species-spotlight/red-laser-tetra/,Hemigrammuscoeruleus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,8.5,25.0,6.0,SA,8.610917,-0.3241546,0.04884331,Lipstick Tetra,Kogal Blue Eyed Tetra,Broken Line Tetra,Glowlight Tetra,Diamond Tetra
Red Line Lizard Tetra,/species-spotlight/red-line-lizard-tetra/,Iguanodectesgeisleri,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,6.0,24.75,5.5,SA,11.136925,-1.2194662,-0.28844136,Lemon Tetra,Flameback Bleeding Heart Tetra,Pretty Tetra,Six Stripes Tetra,Gold Shoulder Rosy Tetra
Red Line Rasbora,/species-spotlight/red-line-rasbora/,Trigonopomapauciperforata,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.25,8.5,23.0,6.0,AS,-6.1535807,3.929967,0.25958073,Fireline Danio,Black Line Rasbora,African Banded Barb,Laos Danio,Harlequin Rasbora
Red Line Tetra,/species-spotlight/red-line-tetra/,Hyphessobryconamapaensis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,10.0,25.55,3.0,SA,9.388943,1.932739,1.9372311,Reed Tetra,Flag Tetra,Fire Ant Tetra,Golden Tetra,Red Devil Tetra
Red Neon Blue Eye Rainbowfish,/species-spotlight/red-neon-blue-eye-rainbowfish/,Pseudomugilluminatus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.0,13.5,21.5,4.0,AS,3.0228384,6.510231,-0.72667694,Forktail Blue Eye Rainbowfish,Sahul Rainbowfish,Kamaka Rainbowfish,Assassin Snail,Redfin Dwarf Rainbowfish
Red Nose Shrimp,/species-spotlight/red-nose-shrimp/,Caridinagracilirostris,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.5,9.5,25.85,4.5,AS,-5.156954,9.112312,-0.5161304,Ninja Shrimp,Chocolate Shrimp,Green Babaulti Shrimp,Tigris Sulawesi Shrimp,Sulawesi Fan Shrimp
Red Phantom Tetra,/species-spotlight/red-phantom-tetra/,Hyphessobryconsweglesi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,11.5,21.0,4.0,SA,7.7038803,3.2620409,-0.5022716,Toucan Tetra,Blackfin Pearl Killifish,Golden Pencilfish,Dusky Millions Fish,Cochus Blue Tetra
Red Rainbowfish,/species-spotlight/red-rainbowfish/,GlossolepisIncisus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.75,15.0,25.0,15.0,OC,1.7780021,4.3536334,-1.9560581,Parkinsons Rainbowfish,Boesemans Rainbowfish,Banded Rainbowfish,Lake Kutubu Rainbowfish,Lake Tebera Rainbowfish
Red Rili Shrimp,/species-spotlight/red-rili-shrimp/,Neocaridinadavidivar,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.0,6.0,23.85,4.0,AS,-5.976555,9.572281,0.5632163,Black Rose Shrimp,Green Jade Shrimp,Gold Nebula Shrimp,Green Babaulti Shrimp,Chocolate Shrimp
Red Shiner,/species-spotlight/red-shiner/,Cyprinellalutrensis,Actinopterygii,Cypriniformes,Leuciscidae,Peaceful,Middle - Top,Omnivore,7.25,10.0,16.1,9.0,NAM,5.4627857,-7.2574873,3.0199955,Eurasian Minnow,Rainbow Shiner,Spined Loach,Golden Mascara Tetra,Schistura Spilota
Red Skirt Betta,/species-spotlight/red-skirt-betta/,BettaFalx,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,All Levels,Omnivore,5.75,6.0,24.45,4.0,AS,8.605344,-7.7395606,-0.9668059,Licorice Gourami,Toba Betta,Chocolate Gourami,Emerald Betta,Honey Gourami
Red Tail Hemiodus Tetra,/species-spotlight/red-tail-hemiodus-tetra/,Hemiodusgracilis,Actinopterygii,Characiformes,Hemiodontidae,Peaceful,Middle - Top,Omnivore,6.5,9.5,24.45,15.0,SA,3.704575,-9.592328,1.9353226,Simons Rasbora,Pictus Catfish,Striped Raphael Catfish,Golden Zebra Loach,Sucking Loach
Red Tailed Black Shark,/species-spotlight/red-tailed-black-shark/,Epalzeorhynchosbicolor,Actinopterygii,Cypriniformes,Cyprinidae,Aggressive,Bottom - Middle,Omnivore,7.0,13.0,24.45,16.0,AS,-4.7827287,-3.0181477,-0.18500832,Siamese Algae Eater,Rainbow Shark,Marliers Julie,Denison Barb,Jewel Cichlid
Redbreasted Acara,/species-spotlight/redbreasted-acara/,Laetacaradorsigera,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,6.25,10.5,23.9,6.0,SA,-8.296199,1.2676448,0.29475018,Bolivian Ram Cichlid,Transvestite Dwarf Cichlid,German Blue Ram Cichlid,Cockatoo Dwarf Cichlid,Congo Tetra
Redfin Congo Tetra,/species-spotlight/redfin-congo-tetra/,Micralestesoccidentalis,Actinopterygii,Characiformes,Alestidae,Peaceful,Middle - Top,Omnivore,6.5,10.0,23.9,8.0,AF,-6.389357,1.7424716,0.71848243,Gold Striped Danio,African Moon Tetra,Barred Danio,Blue Eyed Congo Tetra,Mascara Barb
Redfin Dwarf Rainbowfish,/species-spotlight/redfin-dwarf-rainbowfish/,Melanotaeniamaccullochi,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.5,11.5,25.0,7.0,OC,3.0419648,6.453837,-1.849243,Kamaka Rainbowfish,Pacific Blue Eye Rainbowfish,Sahul Rainbowfish,Dwarf Neon Rainbowfish,Forktail Blue Eye Rainbowfish
Redfin Penguin Tetra,/species-spotlight/redfin-penguin-tetra/,Thayeriasp,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,12.5,25.3,6.0,SA,6.03418,1.5677704,1.0913635,Glass Bloodfin Tetra,Head and Taillight Tetra,Xingu Black Neon Tetra,Silvertip Tetra,Red Eye Tetra
Redline Apistogramma,/species-spotlight/redline-apistogramma/,Apistogrammahongsloi,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,6.25,3.5,25.85,7.5,SA,-8.162285,2.4694133,-3.2020884,Macmasters Apistogramma,Blue Panda Apistogramma,Banded Apistogramma,Checkerboard Cichlid,African Butterfly Cichlid
Reed Tetra,/species-spotlight/reed-tetra/,Hyphessobryconelachys,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,25.0,2.5,SA,9.48083,2.355014,1.7133595,Fire Ant Tetra,Red Line Tetra,Hummingbird Tetra,Red Devil Tetra,Golden Tetra
Reticulated Corydoras,/species-spotlight/reticulated-corydoras/,Corydorasreticulatas,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.15,6.0,SA,-12.126822,-2.2331305,1.1573948,Twostripe Corydoras,Araguaia Corydoras,Schwartzs Corydoras,Pulcher Corydoras,Leopard Corydoras
Rohani Barb,/species-spotlight/rohani-barb/,DawkinsiaRohani,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.75,6.0,21.95,12.0,AS,-4.1822157,0.2938186,-1.6498982,Porthole Rasbora,Striped Barb,Blue Spotted Hill Trout,Scissortail Rasbora,Clown Rasbora
Rose Danio,/species-spotlight/rose-danio/,Danioroseus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,8.5,23.05,4.0,AS,-6.925942,5.335843,0.8953924,Celestial Pearl Danio,Harlequin Rasbora,Blue Danio,Rummy Nose Rasbora,Emerald Eye Rasbora
Rosy Barb,/species-spotlight/rosy-barb/,Puntiusconchonius,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.5,12.0,20.0,14.0,AS,-5.255691,-2.397565,-1.5988365,Red Garra,Swamp Barb,Spotted Hoplo Catfish,False Siamese Algae Eater,True Flying Fox
Rosy Tetra,/species-spotlight/rosy-tetra/,Hyphessobryconrosaceus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,25.85,4.0,SA,11.547753,-0.03860739,0.19701798,Gold Shoulder Rosy Tetra,Eilyos Tetra,Steel Blue Tetra,Pretty Tetra,Exclamation Mark Tetra
Royal Plecostomus,/species-spotlight/royal-plecostomus/,Panaquenigrolineatus,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,7.0,15.0,26.1,43.0,SA,0.6515279,-5.48316,-0.19657196,Chinese High Fin Banded Shark,Leopard Sailfin Plecostomus,Giant Red Tail Gourami,Pink Tail Chalceus,Titanic Plecostomus
Royal Whiptail Catfish,/species-spotlight/royal-whiptail-catfish/,Sturisomapanamense,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,7.0,10.0,23.05,20.0,SA,2.7620819,-3.7552452,-0.2213275,Marble Sturisoma Whiptail Catfish,Gold Nugget Plecostomus,Blue Botia,Galaxy Plecostomus L029,Green Tiger Loach
Ruby Rasbora,/species-spotlight/ruby-rasbora/,Paedocyprisprogenetica,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,3.5,2.5,29.2,1.0,AS,-8.549646,7.3297276,-2.1652923,Dwarf Rasbora,Neon Blue Rasbora,Chilli Rasbora,Fire Rasbora,Neon Green Rasbora
Ruby Tetra,/species-spotlight/ruby-tetra/,Axelrodiariesei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,5.5,7.5,23.9,2.5,SA,11.1332855,0.1506464,1.8017906,Rummy Nose Tetra,Nego Dagua Tetra,Eilyos Tetra,Blue Purple Emperor Tetra,Green Neon Tetra
Rummy Nose Rasbora,/species-spotlight/rummy-nose-rasbora/,Sawbwaresplendens,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,All Levels,Omnivore,7.0,9.0,22.8,3.5,AS,-7.1078596,6.169248,1.4464273,Celestial Pearl Danio,Rose Danio,Emerald Eye Rasbora,Lambchop Rasbora,Blue Danio
Rummy Nose Tetra,/species-spotlight/rummy-nose-tetra/,Hemigrammusrhodostomus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,7.0,8.5,25.55,3.0,SA,10.360201,0.9559607,1.6534982,Montags Tetra,Loreto Tetra,Costello Tetra,Phoenix Tetra,Kitty Tetra
Rusty Corydoras,/species-spotlight/rusty-corydoras/,Corydorasrabauti,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,8.5,24.45,6.5,SA,-12.532289,1.1258055,-2.378613,Armatus Corydoras,Black Venezuela Corydoras,Flagtail Corydoras,Gold Laser Corydoras,Xingu Corydoras
Saddleback Loach,/species-spotlight/saddleback-loach/,HomalopteraOrthogoniata,Actinopterygii,Cypriniformes,Balitoridae,Peaceful,Bottom,Omnivore,6.75,7.5,22.8,12.5,AS,5.29653,-3.9573627,0.67760545,Golden Bristlenose Plecostomus,Zebra Loach,Hillstream Loach,Polka Dot Loach,Skunk Loach
Sahul Rainbowfish,/species-spotlight/sahul-rainbowfish/,Melanotaeniasahulensis,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.75,12.5,25.0,5.5,OC,3.3091197,6.4929166,-1.4148276,Forktail Blue Eye Rainbowfish,Kamaka Rainbowfish,Redfin Dwarf Rainbowfish,Red Neon Blue Eye Rainbowfish,Dwarf Neon Rainbowfish
Sailfin Tetra,/species-spotlight/sailfin-tetra/,Crenuchusspilurus,Actinopterygii,Characiformes,Crenuchidae,Peaceful,Bottom - Middle,Omnivore,5.5,3.0,23.9,5.5,SA,12.946484,-2.0320523,0.37539488,Frankei Tetra,Blueberry Tetra,Black Neon Tetra,Cardinal Tetra,Brittanichthys Axelrodi Tetra
Salt and Pepper Corydoras,/species-spotlight/salt-and-pepper-corydoras/,Corydorashabrosus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,12.5,23.9,3.5,SA,-13.816623,-1.5651236,2.0128458,Smudge Spot Corydoras,Pygmy Corydoras,Darter Corydoras,Tail Spot Pygmy Corydoras,Axelrods Corydoras
Samurai Gourami,/species-spotlight/samurai-gourami/,Sphaerichthysvaillanti,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,All Levels,Omnivore,5.0,27.5,27.5,8.0,AS,4.554013,-8.203438,-3.349279,Opaline Gourami,Three Spot Gourami,Pearl Gourami,Frail Gourami,Moonlight Gourami
Sands Corydoras,/species-spotlight/sands-corydoras/,Corydorasdavidsandsi,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.0,7.0,23.05,6.0,SA,-12.045619,2.5163956,-1.8131377,Skunk Corydoras,Twosaddle Corydoras,Palespotted Corydoras,Nijssens Corydoras,Delphax Corydoras
Scarlet Badis,/species-spotlight/scarlet-badis/,DarioDario,Actinopterygii,Perciformes,Badidae,Semi-Aggressive,Bottom - Middle,Carnivore,7.5,15.0,22.1,2.0,AS,5.9574747,-10.774658,1.6921188,Ramshorn Snail,Red Belted Goby,Marbled Limpet Nerite Snail,Zebra Nerite Snail,Pond Snail
Schistura Spilota,/species-spotlight/schistura-spilota/,Schisturaspilota,Actinopterygii,Cypriniformes,Nemacheilidae,Semi-Aggressive,Bottom,Omnivore,6.75,8.5,23.05,10.0,AS,4.8929563,-8.762286,2.709525,Kuhli Loach,Sumo Loach,Golden Zebra Loach,Splendid Loach,Pictus Catfish
Schwartzs Corydoras,/species-spotlight/schwartzs-corydoras/,Corydorasschwartzi,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.15,7.0,SA,-11.605936,-2.208426,0.6979579,Pulcher Corydoras,Reticulated Corydoras,Twostripe Corydoras,Bronze Corydoras Var Longfin,Araguaia Corydoras
Scissortail Rasbora,/species-spotlight/scissortail-rasbora/,Rasboratrilineata,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.5,7.0,23.5,15.0,AS,-3.9568152,-0.75447863,-1.4925919,Blue Spotted Hill Trout,True Flying Fox,Porthole Rasbora,Silver Flying Fox,False Siamese Algae Eater
Serpae Tetra,/species-spotlight/serpae-tetra/,Hyphessobryconeques,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.4,15.0,24.15,4.5,SA,5.2753487,2.7244668,1.151213,Black Line Tetra,Copei Tetra,Coffee Bean Tetra,Fire Green Tetra,Silvertip Tetra
Shadow Panda Shrimp,/species-spotlight/shadow-panda-shrimp/,"Caridinacantonensisvar""Panda""",Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,6.25,4.5,21.1,3.0,AS,-6.01094,9.381208,1.8857595,Crystal Red Shrimp,Super Crystal Red Shrimp,Crystal Black Shrimp,Gold Nebula Shrimp,Green Jade Shrimp
Siamese Algae Eater,/species-spotlight/siamese-algae-eater/,Crossocheilusoblongus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom,Omnivore,7.25,12.5,25.0,16.0,AS,-4.726199,-2.984064,-0.40142792,Red Tailed Black Shark,Rainbow Shark,Marliers Julie,Jewel Cichlid,Denison Barb
Siamese Dwarf Rasbora,/species-spotlight/siamese-dwarf-rasbora/,Trigonostigmasomphongsi,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.0,6.0,23.5,2.5,AS,-8.362781,6.513873,-0.5182638,Neon Green Rasbora,Jellybean Tetra,Adonis Tetra,Chilli Rasbora,Strawberry Rasbora
Siamese Fighting Fish,/species-spotlight/siamese-fighting-fish/,BettaSplendens,Actinopterygii,Anabantiformes,Osphronemidae,Semi-Aggressive,Top,Omnivore,7.0,12.5,25.85,7.0,AS,6.992788,-8.538782,-1.9637796,Snakehead Betta,Spike Tailed Paradise Fish,Sparkling Gourami,Congo Ctenopoma,Paradise Fish
Siamese Tigerfish,/species-spotlight/siamese-tigerfish/,Datnioidesmicrolepis,Actinopterygii,Perciformes,Datnioididae,Semi-Aggressive,All Levels,Carnivore,7.0,12.5,24.15,45.0,AS,1.9147505,-8.157725,1.0683255,Pink Kissing Gourami,Sucking Loach,Weather Loach,Striped Raphael Catfish,Horseface Loach
Sidestripe Rasbora,/species-spotlight/sidestripe-rasbora/,Rasborapaviana,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,7.0,24.45,10.0,AS,-5.513556,1.3506498,-1.6389897,Clown Rasbora,Panda Garra,Pentazona Barb,Striped Barb,Odessa Barb
